4,11,20,45
2,94,85,45
1,30,7,45
2,80,96,45
3,64,83,45
1,81,64,45
4,9,68,45
4,58,54,45
1,80,58,45
2,20,71,45
2,15,28,45
1,62,14,45
4,35,20,45
4,85,90,45
4,6,35,45
4,46,92,45
4,79,93,45
4,17,26,45
2,31,75,45
4,17,56,45
3,51,71,45
4,36,62,45
1,83,29,45
4,96,93,45
1,81,41,45
4,59,61,45
4,34,71,45
2,75,67,45
4,7,44,45
4,6,5,45
2,25,27,45
1,93,53,45
2,52,64,45
4,19,80,45
4,12,81,45
4,8,46,45
4,38,51,45
1,62,5,45
4,68,95,45
2,41,45,45
4,25,12,45
2,54,47,45
4,84,63,45
4,39,36,45
4,97,65,45
2,12,83,45
4,9,65,45
2,1,57,45
4,49,21,45
4,57,41,45
1,46,29,45
4,68,0,45
2,12,36,45
2,1,76,45
4,98,87,45
4,39,30,45
2,36,89,45
4,78,3,45
1,54,25,45
1,91,43,45
4,36,61,45
2,71,69,45
4,86,94,45
4,75,41,45
2,71,62,45
4,25,43,45
4,6,12,45
4,76,74,45
1,50,34,45
2,47,58,45
3,33,93,45
4,6,40,45
1,71,19,45
2,20,53,45
4,39,17,45
4,74,50,45
2,92,93,45
2,20,96,45
4,5,83,45
4,66,14,45
1,32,2,45
4,92,70,45
3,84,94,45
4,16,73,45
1,80,61,45
1,85,47,45
1,91,51,45
4,59,64,45
4,5,11,45
2,4,26,45
1,71,46,45
4,8,64,45
4,16,72,45
2,30,74,45
2,44,76,45
2,41,45,45
1,84,44,45
2,44,68,45
1,92,16,45
4,77,64,45
4,13,31,45
4,57,13,45
4,98,20,45
1,94,49,45
4,98,86,45
4,18,27,45
1,72,37,45
4,35,71,45
4,38,71,45
1,81,63,45
4,32,81,45
4,9,24,45
2,13,39,45
2,31,72,45
4,68,32,45
4,59,72,45
4,92,51,45
2,11,8,45
2,41,33,45
4,28,31,45
1,27,8,45
4,58,26,45
2,5,16,45
2,12,16,45
4,41,40,45
4,63,11,45
2,65,69,45
2,92,89,45
1,85,46,45
4,64,71,45
2,21,42,45
1,82,49,45
3,16,66,45
2,21,38,45
4,39,62,45
1,42,26,45
4,69,62,45
4,69,47,45
2,24,36,45
2,31,36,45
1,52,7,45
4,84,82,45
2,10,82,45
2,1,44,45
4,5,13,45
3,5,55,45
4,5,60,45
4,19,96,45
4,9,44,45
4,18,23,45
1,64,13,45
1,36,19,45
2,35,36,45
2,56,88,45
3,26,76,45
2,32,33,45
4,18,40,45
1,52,38,45
1,90,44,45
4,17,73,45
4,16,14,45
2,1,17,45
2,96,88,45
4,56,12,45
1,82,65,45
1,20,6,45
4,25,14,45
4,29,84,45
1,93,39,45
4,48,87,45
3,63,72,45
4,75,41,45
2,91,83,45
2,4,75,45
4,93,21,45
4,70,96,45
1,94,37,45
3,34,54,45
4,79,94,45
4,98,56,45
4,39,32,45
2,57,78,45
1,92,28,45
4,78,16,45
4,59,84,45
2,45,77,45
2,33,27,45
4,28,72,45
2,22,38,45
1,61,23,45
2,21,55,45
4,63,61,45
2,24,36,45
1,42,19,45
4,48,22,45
2,62,82,45
2,15,28,45
4,87,43,45
1,61,47,45
4,97,50,45
1,54,27,45
2,40,49,45
4,93,11,45
1,92,48,45
1,73,34,45
1,95,55,45
2,21,19,45
1,63,13,45
4,16,33,45
2,21,48,45
1,93,76,45
1,41,13,45
4,69,45,45
4,21,40,45
1,45,18,45
4,78,66,45
4,77,33,45
3,7,47,45
4,73,82,45
1,84,4,45
4,24,52,45
4,68,83,45
4,16,21,45
2,18,59,45
2,5,29,45
2,1,57,45
4,53,32,45
4,28,73,45
4,72,41,45
4,66,90,45
4,46,44,45
4,77,64,45
4,77,83,45
4,39,17,45
2,81,94,45
2,8,59,45
2,11,28,45
4,8,86,45
2,1,53,45
4,9,74,45
1,97,69,45
4,35,2,45
1,82,27,45
3,6,36,45
3,65,94,45
2,80,81,45
2,53,56,45
1,81,8,45
3,37,67,45
4,47,80,45
4,7,51,45
4,12,80,45
1,52,34,45
2,93,89,45
1,61,23,45
4,87,26,45
4,7,31,45
1,45,8,45
4,58,1,45
2,30,33,45
4,29,41,45
4,55,92,45
4,87,51,45
4,26,41,45
2,6,78,45
3,16,36,45
1,73,47,45
1,43,19,45
4,27,65,45
4,26,64,45
4,79,44,45
1,92,25,45
2,22,24,45
4,75,63,45
2,36,69,45
4,95,54,45
4,16,22,45
2,54,88,45
2,12,95,45
4,84,91,45
4,16,54,45
4,56,14,45
4,66,2,45
1,68,48,45
4,2,81,45
4,53,72,45
4,73,0,45
2,18,79,45
1,53,13,45
1,79,49,45
3,10,30,45
1,77,9,45
4,49,56,45
4,66,91,45
1,64,46,45
4,76,13,45
4,85,22,45
4,74,23,45
4,69,12,45
2,13,16,45
1,71,11,45
4,2,1,45
2,66,87,45
2,53,75,45
1,64,7,45
1,86,8,45
2,11,28,45
1,37,27,45
4,72,41,45
4,77,55,45
4,52,21,45
2,32,67,45
4,75,1,45
4,16,24,45
1,40,19,45
4,87,45,45
4,43,41,45
4,85,71,45
2,10,67,45
1,74,34,45
2,43,38,45
4,28,63,45
3,11,51,45
2,56,47,45
1,71,25,45
2,25,46,45
4,12,20,45
2,21,47,45
4,16,32,45
4,24,61,45
4,74,41,45
4,16,20,45
2,6,57,45
2,12,67,45
1,43,8,45
4,37,74,45
1,80,39,45
4,54,43,45
1,77,18,45
2,44,78,45
1,61,25,45
1,92,12,45
2,68,89,45
1,90,19,45
4,67,14,45
4,17,16,45
4,26,21,45
4,89,46,45
4,45,72,45
1,75,19,45
1,80,61,45
1,50,7,45
2,41,72,45
2,10,17,45
2,65,76,45
1,95,85,45
2,22,47,45
4,26,81,45
4,76,12,45
1,43,6,45
2,80,78,45
1,61,32,45
4,37,53,45
1,72,49,45
2,11,38,45
1,30,6,45
4,73,11,45
4,87,83,45
4,82,80,45
2,16,39,45
3,41,71,45
4,66,0,45
4,89,25,45
2,50,77,45
1,80,55,45
4,79,14,45
2,25,36,45
3,87,97,45
3,40,50,45
4,7,40,45
1,35,15,45
2,45,67,45
4,46,0,45
4,49,45,45
2,96,97,45
4,12,51,45
2,10,31,45
4,26,1,45
4,77,31,45
4,70,98,45
1,66,17,45
2,55,66,45
3,5,45,45
4,44,71,45
4,97,13,45
2,30,58,45
4,76,12,45
4,29,14,45
2,86,77,45
4,17,13,45
1,82,15,45
3,47,57,45
4,39,74,45
2,5,88,45
4,67,33,45
2,54,88,45
1,61,46,45
2,31,53,45
2,76,68,45
1,94,65,45
4,59,64,45
4,17,86,45
4,8,60,45
4,19,35,45
4,94,13,45
4,42,71,45
2,69,89,45
1,92,46,45
1,76,18,45
4,4,10,45
4,27,16,45
4,75,53,45
2,27,98,45
1,65,46,45
1,86,59,45
4,17,44,45
4,47,61,45
2,56,67,45
2,12,96,45
2,31,33,45
1,85,26,45
4,9,15,45
4,84,42,45
